name,Species,chao,chao.se,jack1,jack1.se,jack2,boot,boot.se,n,tf_id
112,36,45.696969696969695,6.406302375912271,50.54545454545455,7.041787902195304,54.800000000000004,43.12227078546872,5.385192272165176,11,256
113,44,60.80555555555556,9.575563812387388,62.33333333333333,12.66008600988863,70.6,52.52049039780522,8.227137663572114,6,257
114,158,194.11111111111111,17.850689604089915,186.88888888888889,10.78941715913074,203.98290598290598,171.00484343802933,8.293596704325175,27,258
115,104,132.38009049773757,14.331698122773279,130.35294117647058,19.652341663831624,144.30514705882354,115.99383226538109,12.602160168638552,17,259
116,99,124.74107142857143,12.355196231698963,125.57142857142857,20.837564196245516,138.1904761904762,111.32195161636977,13.021003905774794,7,260
117,157,206.23076923076923,24.38352339219563,187.76923076923077,10.864959147558103,208.44615384615386,170.50983383207182,8.790037277595845,26,261
118,42,49.63636363636364,5.440477726847023,54,6.928203230275509,57.45238095238095,47.94030184216246,4.294400414850465,7,263
119,28,40.15,7.7276937051102115,41.5,14.633010626661896,47.166666666666664,34.3203125,8.913590040064875,4,264
120,66,72.7008547008547,4.794142202435409,78.44444444444444,6.696230743697495,80.48611111111111,72.56450648380654,5.89346650989052,9,265
121,57,73.28846153846155,9.216080213496033,76.25,9.954584371032274,84.39285714285714,65.97671717405319,6.435413153081929,8,268
122,63,78.47619047619048,9.12896803834915,81.57142857142857,8.541614816500998,89.21978021978023,71.78894934109147,5.519067600543666,14,269
123,87,111.53365384615384,12.649271232500281,110.625,15.13016440756676,122.51785714285714,97.85958403348923,9.576169754425473,8,270
124,14,44.857142857142854,28.711087241904387,24.285714285714285,7.537660547584526,31.66666666666667,18.268729137397806,3.9604902211154664,7,272
125,6,14.333333333333332,11.547005383792515,9.333333333333334,2.494438257849294,10.833333333333334,7.518518518518519,1.3435820109049663,3,274
126,42,48.15340909090909,3.9807011861262454,56.25,13.863170633011771,58.416666666666664,49.390625,10.69808275390385,4,276
127,61,93.19047619047619,17.514173794349098,83.28571428571428,12.01019974684783,96.5,70.85617630166246,6.972539362529668,7,277
128,2,2,0,2,0,2,2,0,1,278
129,60,69.2421875,6.797198829390643,71.375,7.328241603549927,75.98214285714286,65.6088907122612,5.31473332421118,8,279
130,29,41.041666666666664,7.891199290004524,41.75,9.90265116016918,47.25,34.953125,5.9776398130344885,4,280
131,17,102.33333333333333,95.85173736326095,27.666666666666664,9.683892697555967,32.833333333333336,21.77777777777778,5.035675197166517,3,281
132,22,137.5,50.51133536148099,33,14.679918255903198,33,27.5,8.958236433584458,2,282
133,5,6.125,1.8561553006146871,6.5,1.3228756555322954,6.5,5.75,0.82915619758885,2,287
134,181,198.6731884057971,8.62176640089075,209.03333333333333,7.8675846921967665,215.37356321839079,194.9965107817019,5.895931140020403,30,288
135,102,127.1275,14.073869426174165,123.85,7.413332583932816,136.0236842105263,111.89363635542433,4.555425682771623,20,289
136,89,104.05882352941177,10.004843117867905,104.05882352941177,5.905835481417004,111.55882352941177,96.17200536244525,4.710346802201093,17,290
137,12,24.5,12.374368670764582,17,5.612486080160912,17,14.5,3.278719262151,2,292
138,151,197.5288888888889,20.463289414523544,187.73333333333335,10.713335407591584,209.68275862068964,167.24720639463501,6.801303676948867,30,299
139,21,66.125,38.62570792231516,30.5,9.886859966642595,30.5,25.75,5.356071321407137,2,300
140,8,22,10.717445421537558,12,4.242640687119285,12,10,2.449489742783178,2,301
141,14,27.444444444444443,11.80778845985806,21.333333333333332,6.394442031083626,24.5,17.37037037037037,3.3460662160341403,3,303
142,144,182.997557997558,16.117962676981655,183.94871794871796,12.48388836743367,203.44736842105263,161.9431488268047,7.468000836289771,39,304
143,13,35.6875,21.615288643110922,21.25,5.356071321407137,26.083333333333332,16.60546875,2.5853798256297735,4,305
144,61,72.60714285714286,7.905918231546557,74.92857142857143,7.704689798944483,80.66483516483515,67.78070869059938,5.759154445802359,14,313
145,80,120.32167832167832,19.947697226954315,108.61538461538461,15.148964461650671,126.31410256410255,92.53068232902923,8.805234483525355,13,315
146,61,73.92307692307692,9.192227228485942,73.92307692307692,7.248750147316767,80.33974358974359,66.91476099049393,4.64058279654117,13,316
147,25,25,0,25,0,25,25,0,1,317
148,5,5,0,5,0,5,5,0,1,319
149,59,81.9090909090909,12.573450616505795,80,10.204165815979275,90.92857142857143,68.7128814458847,6.918346528557901,8,320
150,21,27.914285714285715,5.579282794540687,29.8,6.374950980203691,33.25,25.17952,4.157471896429365,5,321
151,10,14.083333333333332,4.378239541354662,13.5,3.278719262151,13.5,11.75,1.7853571071357126,2,323
152,63,76.88571428571429,7.185554021014753,84.6,14.466513056020101,91.35,73.624,10.69898238151643,5,324
153,5,11,8.831760866327848,8,1.9364916731037085,9.666666666666666,6.328125,1.0429029122478275,4,326
154,10,37,32.863353450309965,16,4.163331998932265,18.833333333333332,12.703703703703704,1.9209337007244338,3,327
155,38,53.041666666666664,9.370842699631371,52.25,10.18270592720815,58.75,44.59765625,6.145869609488631,4,329
156,23,33.5625,7.967749120150977,32.75,6.349212549600147,37.25,27.50390625,3.6752955311390862,4,330
157,60,109.37333333333333,30.997917636153847,81.46666666666667,13.156831769929347,97.37619047619049,68.96325246560141,7.073602710999717,15,331
158,6,7,1.632993161855452,8,1.632993161855452,8.5,7,1.1863420280034787,3,333
159,6,12.25,8.75,8.5,2.29128784747792,8.5,7.25,1.299038105676658,2,334
160,34,53.2,10.839926199010765,50,17.08800749063506,56.333333333333336,41.48148148148149,10.086185530018398,3,335
161,50,76.46875,15.537823212899305,69.25,11.273586385884485,80.60714285714286,58.44003868103027,6.1501431353148925,8,336
162,33,58.19047619047619,15.039953269989226,48.333333333333336,17.074997966487597,54.833333333333336,40.074074074074076,9.932833417420028,3,337
163,44,60.80555555555556,9.575563812387388,62.33333333333333,12.66008600988863,70.6,52.52049039780522,8.227137663572114,6,338
164,1,1,0,1,0,1,1,0,1,339
165,8,26.666666666666664,14.198591479439077,13.333333333333332,4.268749491621899,16,10.37037037037037,2.1282604294160934,3,342
166,92,116.57983193277312,11.860644412143193,119.85714285714286,14.798993346901426,132.1208791208791,105.14313453582801,10.417297620274642,14,349
167,27,28.484848484848484,1.716145104451889,31.666666666666668,3.5276684147527875,32.166666666666664,29.48148148148148,2.6993877271538658,3,352
168,47,53.46153846153846,4.647815056287316,59,7.171371656006362,61.26190476190476,53.153355683916935,6.162912532247695,7,353
169,38,46.45,6.1930292354477965,49.7,5.170106381884226,53.7,43.7464468176,3.7572247882040277,10,355
170,71,1313.5,297.0779000804607,106.5,49.32291556670185,106.5,88.75,30.169313880166385,2,359
171,14,59.5,25.357879620022047,21,9.027735042633894,21,17.5,5.5,2,364
172,4,8.5,5.275149844540242,7,1.5,9,5.265625,0.6432871515699656,4,365
173,20,140.33333333333331,132.8491207682192,32.666666666666664,14.575474072716965,38.833333333333336,25.66666666666667,8.178562764256874,3,374
174,27,59,21.014280858501916,43,13.682105101189656,52.75,33.96288,7.632136143020505,5,375
175,89,147.03571428571428,35.64502212148025,112.21428571428572,10.609247025542368,129.6868131868132,98.74993234818227,6.094961440074896,14,376
